,product_name,prices,processor brand,processor name,ram,graphic card,operating system
476,"ASUS ROG Strix G Core i7 9th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) G531GT-AL041T Gaming Laptop  (15.6 inch, Black, 2.4 kg)","₹1,06,117",Intel,Core i7,16 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
477,"acer Aspire Vero(Green PC ) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) AV15-51 Thin and Light Laptop  (15.6 inch, Volcano Gray, 1.8 kg, With MS Office)","₹57,990",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 11 Home
478,"Lenovo Yoga Slim 7 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL05 Thin and Light Laptop  (14 inch, Slate Grey, 1.36 kg, With MS Office)","₹82,990",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 10 Home
479,"HP 15 Core i7 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 15-dc0082TX Laptop  (15.6 inch, Shadow Black, 2.38 kg)","₹1,16,941",Intel,Core i7,8 GB,NVIDIA GeForce GTX 1050 Ti,Windows 10 Home
480,"ASUS ZenBook 14 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX433FA-A6111T Thin and Light Laptop  (14 inch, Icicle Silver, 1.19 kg)","₹85,990",Intel,Core i7,8 GB,Intel Integrated UHD 620,Windows 10 Home
481,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
482,"DELL Ryzen 5 Quad Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3515 Laptop  (15.6 inch, Blue Mist Sparkle, With MS Office)","₹51,990",AMD,Ryzen 5 Quad Core,8 GB,AMD Radeon Vega 8,Windows 10
483,"MSI Summit E15 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Pro/4 GB Graphics) Summit E15 A11SCST-272IN Laptop  (15.6 inch, Ink Black, 1.79 kg)","₹1,54,990",Intel,Core i7,16 GB,NVIDIA GeForce GTX 1650 Ti Max-Q,Windows 10 Pro
484,"HP 15s Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) FR2508TU Thin and Light Laptop  (15.6 inch, Silver, With MS Office)","₹43,490",Intel,Core i3,8 GB,Intel Integrated,Windows 11 Home
485,"Lenovo Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) IdeaPad S340 Thin and Light Laptop  (14 inch, Platinum Grey, 1.60 kg, With MS Office)","₹61,990",Intel,Core i5,8 GB,NVIDIA GeForce MX230,Windows 10 Home
486,"MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-637IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)","₹53,990",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 10 Home
487,"Lenovo Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WB018EIN Laptop  (15.6 inch, Grey, With MS Office)","₹37,990",Intel,Core i3,4 GB,NA,Windows 10 Home
488,"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Blue, 1.38 kg, With MS Office)","₹47,999",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
489,"DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Vostro 3400 Thin and Light Laptop  (14 inch, Accent Black, 1.58 kg, With MS Office)","₹44,390",Intel,Core i3,4 GB,Intel Integrated UHD,Windows 10 Home
490,"HP Pavilion Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) 14-ec0036AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg)","₹64,990",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon AMD Radeon Graphics,Windows 11 Home
491,"ASUS Strix G15 Ryzen 7 Octa Core AMD Ryzen™ 7 4800H 4th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) G513IH-HN084TS Gaming Laptop  (15.6 inch, Black, 2.30 Kg, With MS Office)","₹79,730",AMD,Ryzen 7 Octa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
492,"ASUS VivoBook 15 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515JA-EJ501T Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 kg)","₹44,990",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 10 Home
493,"Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14 ITL 6 Thin and Light Laptop  (14 Inch, Arctic Grey, 1.41 KG, With MS Office)","₹62,615",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 10 Home
494,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹1,51,048",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3060,Windows 11 Home
495,"Lenovo Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Laptop  (14 inch, Graphite Grey, With MS Office)","₹86,990",Intel,Core i7,16 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
496,"Lenovo IdeaPad 5 Pro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop  (14 inch, Storm Grey, 1.38 kg, With MS Office)","₹69,990",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 10 Home
497,"HP 15s Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2072TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.69 kg, With MS Office)","₹45,490",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
498,"DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5515 Gaming Laptop  (14.96 Inch, Specter Green, 2.5 kg, With MS Office)","₹98,920",AMD,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 10
499,"DELL Ryzen 5 Quad Core - (8 GB/1 TB SSD/Windows 10) Inspiron3515 Laptop  (15.6 inch, Carbon Silver, With MS Office)","₹57,900",AMD,Ryzen 5 Quad Core,8 GB,AMD Radeon Vega 8,Windows 10
500,"DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light Laptop  (14 inch, Accent Black, 1.58 Kg, With MS Office)","₹44,290",Intel,Core i3,4 GB,Intel Integrated HD,Windows 11 Home
501,"Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Carbon 13ITL5 Thin and Light Laptop  (13.3 inch, Moon White, 0.966 Kg, With MS Office)","₹1,22,990",Intel,Core i7,16 GB,Intel Integrated Iris Xe,Windows 10 Home
502,"HP Pavilion x360 Convertible Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and Light Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)","₹58,447",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
503,"HP Pavilion Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-DK2076TX Gaming Laptop  (15.6 Inch, Shadow Black & Ultra Violet, 2.23 kg, With MS Office)","₹91,950",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
504,"acer Aspire Vero(Green PC ) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) AV15-51 Thin and Light Laptop  (15.6 inch, Volcano Gray, 1.8 kg, With MS Office)","₹57,990",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 11 Home
505,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
506,"HP 15s Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 10 Home) 15s- EQ2042AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)","₹44,490",AMD,Ryzen 3 Quad Core,8 GB,AMD Radeon,Windows 10 Home
507,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 250 G8 Laptop  (15.6 inch, Dark Ash)","₹44,599",Intel,Core i3,8 GB,Intel Integrated,Windows 11 Home
508,"Lenovo ThinkBook 13s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Light Laptop  (13 inch, Mineral Grey, 1.26 kg, With MS Office)","₹59,990",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 10 Home
509,"MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) Stealth GS66 12UGS-042IN Gaming Laptop  (15.6 Inch, Black, 2.1 Kg)","₹2,79,990",Intel,Core i7,32 GB,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home
510,"ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and Light Laptop  (14 inch, Star Black, 0.995 kg)","₹1,54,990",Intel,Core i7,16 GB,Intel Integrated UHD,Windows 10 Home
511,"acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Light Laptop  (15.6 inch, White, 1.5 kg)","₹99,500",Intel,Core i5,8 GB,AMD Radeon RX Vega M GL,Windows 10 Home
512,"Lenovo Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Laptop  (14 inch, Graphite Grey, With MS Office)","₹86,990",Intel,Core i7,16 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
513,"DELL G15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) G15-5510 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.4 kg, With MS Office)","₹95,940",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3050Ti,Windows 10
514,"acer Intel EVO Swift 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF514-55TA Thin and Light Laptop  (14 Inch, Mist Green, 1.05 Kg, With MS Office)","₹1,09,999",Intel,Core i5,8 GB,Intel Integrated Intel Iris Xe Graphics,Windows 11 Home
515,"ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) GV301QH-K5462TS 2 in 1 Gaming Laptop  (13.4 inch, Off Black, 1.30 kg, With MS Office)","₹1,19,940",AMD,Ryzen 9 Octa Core,16 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
516,"MSI Prestige 14 Evo Intel EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14Evo A11M-625IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.29 kg)","₹89,990",Intel,Core i7,16 GB,Intel Integrated Intel Iris Xe Graphics,Windows 10 Home
517,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 7400 Thin and Light Laptop  (14.5 inch, Silver, 1.35 kg, With MS Office)","₹78,899",Intel,Core i5,8 GB,NVIDIA GeForce MX350,Windows 10 Home
518,"Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light Laptop  (14 inch, Graphite Grey, 1.39 kg, With MS Office)","₹60,990",AMD,Ryzen 7 Octa Core,8 GB,AMD Radeon,Windows 10 Home
519,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹1,51,048",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3060,Windows 11 Home
520,"MSI Pulse GL66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/144 Hz) Pulse GL66 11UDK-627IN Gaming Laptop  (15.6 inches, Grey, 2.25 kg)","₹1,09,540",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home
521,"ASUS Vivobook Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB502TS Thin and Light Laptop  (14 inch, Transparent Silver, 1.55 kg, With MS Office)","₹48,990",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 10 Home
522,"ASUS ROG Strix G Core i7 9th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) G531GT-AL041T Gaming Laptop  (15.6 inch, Black, 2.4 kg)","₹1,06,117",Intel,Core i7,16 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
523,"HP 14s Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14s-cf3006TU Thin and Light Laptop  (14 inch, Natural Silver, 1.51 kg, With MS Office)","₹36,490",Intel,Core i3,4 GB,Intel Integrated UHD,Windows 10 Home
524,"DELL Ryzen 5 Quad Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3515 Laptop  (15.6 inch, Blue Mist Sparkle, With MS Office)","₹51,990",AMD,Ryzen 5 Quad Core,8 GB,AMD Radeon Vega 8,Windows 10
525,"Lenovo Ideapad 330s Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330S-15IKB Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.87 kg)","₹56,990",Intel,Core i5,4 GB,AMD Radeon 540,Windows 10 Home
526,"MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) Pulse GL66 11UGK-431IN Gaming Laptop  (15.6 Inch, Gray, 2.25 kg)","₹1,29,990",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3070,Windows 10 Home
527,"ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/120 Hz) GV301QE-K6153TS 2 in 1 Gaming Laptop  (13.4 inch, Off&Black, 1.30 Kg, With MS Office)","₹1,42,940",AMD,Ryzen 9 Octa Core,32 GB,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home
528,"MSI Modern 15 Ryzen 7 Octa Core Ryzen 7 5700U 5th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 A5M Thin and Light Laptop  (15.6 inch, Carbon Gray, 1.6 kg)","₹64,990",AMD,Ryzen 7 Octa Core,8 GB,AMD Radeon AMD Radeon™,Windows 11 Home
529,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
530,"ASUS ASUS Vivobook 13 Slate OLED Pentium Quad Core - (4 GB/128 GB EMMC Storage/Windows 11 Home) T3300KA-LQ122WS 2 in 1 Laptop  (13.3 inch, Black, 0.78 kg, With MS Office)","₹45,940",Intel,Pentium Quad Core,4 GB,Intel Integrated UHD,Windows 11 Home
531,"Lenovo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL6 Laptop  (14 inch, Storm Grey, With MS Office)","₹69,990",Intel,Core i5,16 GB,Intel Integrated,Windows 11 Home
532,"acer Spin 7 Core i7 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop  (14 inch, Black)","₹1,19,990",Intel,Core i7,8 GB,Intel Integrated HD615,Windows 10 Home
533,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)","₹60,490",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 11 Home
534,"ASUS Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) X515EA-BQ562TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.6 kg)","₹57,990",Intel,Core i5,8 GB,Intel Integrated Intel UHD Graphic,Windows 10 Home
535,"HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-aw0204TU 2 in 1 Laptop  (13.3 inch, Night Fall Black, 1.27 kg, With MS Office)","₹1,14,990",Intel,Core i5,8 GB,Intel Integrated Iris Plus,Windows 10 Home
536,"ASUS Vivobook Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB502TS Thin and Light Laptop  (14 inch, Transparent Silver, 1.55 kg, With MS Office)","₹48,990",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 10 Home
537,"acer Aspire 3 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) A315-23 Notebook  (15.6 inch, Pure Silver, 1.9 Kg)","₹44,990",AMD,Ryzen 5 Quad Core,8 GB,AMD Radeon Vega 8,Windows 10 Home
538,"HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti) 16-B0352TX Gaming Laptop  (16.1 Inch, Shadow Black, 2.32 Kg, With MS Office)","₹1,21,990",Intel,Core i7,16 GB,NVIDIA GeForce RTX RTX 3050Ti,Windows 11 Home
539,"HP Pavilion Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-DK2076TX Gaming Laptop  (15.6 Inch, Shadow Black & Ultra Violet, 2.23 kg, With MS Office)","₹91,950",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
540,"MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-220IN Thin and Light Laptop  (14 inch, Black, 1.3 kg)","₹54,990",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 10 Home
541,"ASUS ExpertBook Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Pro) P1545FA Business Laptop  (15.6 inch, Slate Grey, 1.80 kg)","₹40,990",Intel,Core i3,8 GB,Intel Integrated HD,Windows 10 Pro
542,"ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) GV301QH-K5462TS 2 in 1 Gaming Laptop  (13.4 inch, Off Black, 1.30 kg, With MS Office)","₹1,19,940",AMD,Ryzen 9 Octa Core,16 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
543,"Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) IdeaPad Gaming 3 15IMH05 Gaming Laptop  (15.6 Inch, Onyx Black, 2.2 KG)","₹76,477",Intel,Core i7,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
544,"Lenovo Ideapad 330s Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330S-15IKB Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.87 kg)","₹56,990",Intel,Core i5,4 GB,AMD Radeon 540,Windows 10 Home
545,"Lenovo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 15ITL05 Thin and Light Laptop  (15.6 inch, Graphite Grey, With MS Office)","₹65,990",Intel,Core i5,16 GB,Intel Integrated Intel Integrated Iris Xe,Windows 10 Home
546,"ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4117T Thin and Light Laptop  (13.3 inch, Icicle Silver, 1.19 kg)","₹72,990",Intel,Core i5,8 GB,Intel Integrated UHD 620,Windows 10 Home
547,"DELL Vostro Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Laptop  (14 Inch, Accent Black, 1.59 Kgs, With MS Office)","₹41,590",AMD,Ryzen 3 Dual Core,8 GB,AMD Radeon Radeon Graphics,Windows 11 Home
548,"HP 14s Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1030AU Thin and Light Laptop  (14 Inch, Natural Silver, 1.46 KG, With MS Office)","₹52,500",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon,Windows 10 Home
549,"ASUS ROG Core i7 7th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1060) GL502VM-FY230T Gaming Laptop  (15.6 inch, Black Aluminum, 2.24 kg)","₹1,46,440",Intel,Core i7,8 GB,NVIDIA GeForce GTX 1060,Windows 10 Home
550,"DELL Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) D560424WIN9S Laptop  (15.6 inch, Soft Mint, With MS Office)","₹45,599",Intel,Core i3,8 GB,Intel Integrated,Windows 10 Home
551,"Lenovo Yoga Slim 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14IIL05 Thin and Light Laptop  (14 inch, Slate Grey, 1.5 kg, With MS Office)","₹70,798",Intel,Core i5,8 GB,NVIDIA GeForce MX350,Windows 10 Home
552,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
553,"ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G513RC-HN063W Gaming Laptop  (15.6 Inch, Electro Punk, 2.10 kg)","₹1,11,940",AMD,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3050,Windows 11 Home
554,"acer Aspire 5 Ryzen 5 Hexa Core AMD Ryzen 5-5500U hexa-core - (8 GB/512 GB SSD/Windows 10 Home) A515-45 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.76 kg, With MS Office)","₹55,990",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon 5500U,Windows 10 Home
555,"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15IIL05 Laptop  (15.6 inch, Platinum Grey, 1.85 kg, With MS Office)","₹41,998",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
556,"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X515EA-BQ312TS Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹44,790",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
557,"MSI GF63 Thin Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Max Q/60 Hz) GF63 Thin 10SCXR-1618IN / GF63 Thin 10SC-612IN Gaming Laptop  (15.6 inch, Black, 1.86 KG)","₹53,940",Intel,Core i5,8 GB,NVIDIA GeForce GTX 1650 Max Q,Windows 10 Home
558,"acer Swift X Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) SFX14-41G Thin and Light Laptop  (14 inch, Safari Gold, 1.39 kg, With MS Office)","₹99,990",AMD,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home
559,"MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U - (8 GB/128 GB SSD/Windows 10 Home) 1873 Laptop  (15 inch, Platinum, 1.54 kg)","₹99,990",AMD,Ryzen 5 Quad Core,8 GB,AMD Radeon Vega 9,Windows 10 Home
560,"Lenovo IdeaPad Flex 5 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL05 Thin and Light Laptop  (14 inch, Graphite Grey, 1.5 kg, With MS Office)","₹55,290",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
561,"DELL DELL 5590 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 15 5590 Laptop  (15.6 inch, Silver, 1.8 kg, With MS Office)","₹65,940",Intel,Core i5,8 GB,NVIDIA GeForce GTX NVIDIA(R) GeForce(R) MX250 with 2GB GDDR5,Windows 10
562,"ASUS VivoBook Ultra 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X413JA-EK267T||X413JA-EB302T Thin and Light Laptop  (14 inch, Bespoke Black, 1.40 kg)","₹40,990",Intel,Core i3,4 GB,Intel Integrated UHD,Windows 10 Home
563,"acer Aspire 5 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-52G-580Q Thin and Light Laptop  (15.6 inch, Silver, 1.8 kg, With MS Office)","₹59,999",Intel,Core i5,8 GB,NVIDIA GeForce MX150,Windows 10 Home
564,"Lenovo Ideapad Slim 3i (2021) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Ideapad Slim 3i Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.65 KG, With MS Office)","₹39,998",Intel,Core i3,8 GB,Intel Integrated,Windows 11 Home
565,"ASUS F17 Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FX766HC-HX060T Gaming Laptop  (17.3 inch, Eclipse Gray, 2.6 KG)","₹84,450",Intel,Core i5,8 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
566,"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home) Inspiron 5301 Thin and Light Laptop  (13.3 inch, Silver, 1.23 kg, With MS Office)","₹74,190",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 10 Home
567,"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kgs, With MS Office)","₹66,490",Intel,Core i5,8 GB,Intel Integrated UHD Graphics,Windows 11 Home
568,"HP Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 10 Home) 15s-gr0500AU Laptop  (15.6 inch, Natural Silver, With MS Office)","₹52,380",AMD,Ryzen 5 Quad Core,8 GB,AMD Radeon AMD,Windows 10 Home
